Time;Trace
0.000000000000000;-5.884999752044678
24.980000000000000;-5.877500057220459
49.960000000000001;-5.881562232971191
74.939999999999998;-5.888750076293945
99.920000000000002;-5.869687557220459
124.900000000000010;-5.875312328338623
149.880000000000000;-5.880624771118164
174.859999999999990;-5.880624771118164
199.839999999999970;-5.895624637603760
224.819999999999960;-5.869999885559082
249.799999999999950;-5.877812385559082
274.779999999999970;-5.878437519073486
299.759999999999990;-5.890312194824219
324.740000000000010;-5.879999637603760
349.720000000000030;-5.858437538146973
374.700000000000050;-5.874687194824219
399.680000000000060;-5.884062290191650
424.660000000000080;-5.884375095367432
449.640000000000100;-5.878124713897705
474.620000000000120;-5.887812137603760
499.600000000000140;-5.883437156677246
524.580000000000150;-5.864999771118164
549.560000000000170;-5.884375095367432
574.540000000000190;-5.865624904632568
599.520000000000210;-5.873125076293945
624.500000000000230;-5.853749752044678
649.480000000000250;-5.887187480926514
674.460000000000260;-5.878124713897705
699.440000000000280;-5.875312328338623
724.420000000000300;-5.869687557220459
749.400000000000320;-5.875624656677246
774.380000000000340;-5.873125076293945
799.360000000000350;-5.880937576293945
824.340000000000370;-5.884375095367432
849.320000000000390;-5.886562347412109
874.300000000000410;-5.886250019073486
899.280000000000430;-5.876562595367432
924.260000000000450;-5.879687309265137
949.240000000000460;-5.877500057220459
974.220000000000480;-5.876874923706055
999.200000000000500;-5.878437519073486
1024.180000000000500;-5.874374866485596
1049.160000000000500;-5.880312442779541
1074.140000000000600;-5.871874809265137
1099.120000000000600;-5.870937347412109
1124.100000000000600;-5.882812500000000
1149.080000000000600;-5.868124961853027
1174.060000000000600;-5.869687557220459
1199.040000000000600;-5.868437290191650
1224.020000000000700;-5.859062194824219
1249.000000000000700;-5.875937461853027
1273.980000000000700;-5.875937461853027
1298.960000000000700;-5.876874923706055
1323.940000000000700;-5.867499828338623
1348.920000000000800;-5.870625019073486
1373.900000000000800;-5.850937366485596
1398.880000000000800;-5.874687194824219
1423.860000000000800;-5.875624656677246
1448.840000000000800;-5.870625019073486
1473.820000000000800;-5.883437156677246
1498.800000000000900;-5.870312213897705
1523.780000000000900;-5.883124828338623
1548.760000000000900;-5.869062423706055
1573.740000000000900;-5.888124942779541
1598.720000000000900;-5.884375095367432
1623.700000000001000;-5.864999771118164
1648.680000000001000;-5.877500057220459
1673.660000000001000;-5.887187480926514
1698.640000000001000;-5.869687557220459
1723.620000000001000;-5.874062538146973
1748.600000000001000;-5.874374866485596
1773.580000000001100;-5.860312461853027
1798.560000000001100;-5.864374637603760
1823.540000000001100;-5.872499942779541
1848.520000000001100;-5.873125076293945
1873.500000000001100;-5.868124961853027
1898.480000000001200;-5.877812385559082
1923.460000000001200;-5.873749732971191
1948.440000000001200;-5.888437271118164
